Unnamed: 0,Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,SimillarHTTP,Inbound,Label
412,59.249.157.112-192.168.50.5-30972-80-17,59.249.157.112,30972,192.168.50.5,80,17,2019-01-12 13:51:04.000,3132373.8,480,101,414216.7,557.4,1204.2,352.4,862.95,344.05,6.5,4.5,5.52,2.05,132415.22,185.48,5391.35,1301.61,9296.18,4089.74,1879424.3,4852.22,1171.45,10782.7,1617.4,1252949.5,5930.49,1431.77,11860.97,1078.27,1,0,0,0,9600,2020,153.24,32.24,2.8,1294.4,434.24,258.89,67021.65,0,0,0,0,1,0,0,0,0.21,713.9,862.95,5.52,0,0,0,0,0,0,480,414216.7,101,557.4,35637,24970,479,20,939712.13,156618.69,1252949.51,313237.38,626474.75,156618.69,939712.13,156618.69,0,1,BENIGN
413,221.77.158.241-192.168.50.5-45823-1900-17,221.77.158.241,45823,192.168.50.5,1900,17,2019-01-12 09:17:14.000,5497.9,32,13,908.2,36.6,46.3,9.6,28.38,5.11,4.6,1.3,2.82,0.31,171816.59,8183.47,122.18,41.28,246.02,80.9,3298.7,109.96,37.15,244.36,36.65,2199.2,134.4,45.41,268.8,24.44,1,0,0,0,640,260,5819.36,2364.11,1.4,42.6,15.6,8.51,72.49,0,1,1,1,1,0,0,0,0.41,21.0,28.38,2.82,0,0,0,0,0,0,32,908.2,13,36.6,61045,63781,31,40,1649.37,274.89,2199.15,549.79,1099.58,274.89,1649.37,274.89,0,1,DrDoS_SSDP
414,31.4.139.180-192.168.50.7-17207-22-17,31.4.139.180,17207,192.168.50.7,22,17,2019-01-12 15:53:50.000,1276734.7,93,17,27478.6,11137.1,476.9,231.8,295.47,55.9,690.1,285.4,655.13,132.22,30245.65,86.16,11606.68,2529.22,19194.34,9077.46,766040.8,10446.01,2276.3,23213.36,3482.0,510693.9,12767.35,2782.14,25534.7,2321.34,1,0,0,0,1860,340,72.84,13.32,147.7,982.7,475.3,88.64,7857.16,1,0,0,1,1,0,0,0,0.18,351.05,295.47,655.13,0,0,0,0,0,0,93,27478.6,17,11137.1,58729,11755,92,40,383020.4,63836.73,510693.87,127673.47,255346.93,63836.73,383020.4,63836.73,0,1,BENIGN
415,59.13.101.203-192.168.50.8-42679-443-6,59.13.101.203,42679,192.168.50.8,443,6,2019-01-12 11:05:29.000,49674.5,71,22,2333.4,91.6,44.7,28.4,32.86,6.69,7.2,3.3,4.16,0.71,48816.86,1872.15,534.13,223.37,1204.24,310.76,29804.7,480.72,201.03,1068.26,160.24,19869.8,587.54,245.71,1175.09,106.83,0,0,0,0,1420,440,1429.28,442.87,2.1,49.3,18.51,9.86,97.21,0,1,1,1,1,0,0,0,0.31,26.08,32.86,4.16,0,0,0,0,0,0,71,2333.4,22,91.6,43286,39269,70,40,14902.34,2483.72,19869.78,4967.45,9934.89,2483.72,14902.34,2483.72,0,1,Syn
416,82.181.13.232-192.168.50.2-51793-22-6,82.181.13.232,51793,192.168.50.2,22,6,2019-01-12 15:46:51.000,87425.8,474,122,391277.8,14476.7,1188.3,617.4,825.48,88.31,157.3,98.2,118.66,13.06,4641074.37,6817.13,146.69,72.04,362.81,74.65,52455.5,132.02,64.84,293.38,44.01,34970.3,161.36,79.24,322.72,29.34,1,0,0,0,9480,2440,5421.68,1395.45,59.3,1238.2,472.07,247.64,61327.64,0,1,0,1,1,0,0,0,0.26,680.8,825.48,118.66,0,0,0,0,0,0,474,391277.8,122,14476.7,16643,38963,473,32,26227.75,4371.29,34970.34,8742.58,17485.17,4371.29,26227.75,4371.29,0,1,BENIGN
417,213.73.232.159-192.168.50.7-11912-123-17,213.73.232.159,11912,192.168.50.7,123,17,2019-01-12 09:09:11.000,19243.0,33,7,3617.1,182.1,154.3,75.3,109.61,7.99,33.2,16.8,26.02,2.73,197423.06,2078.58,481.07,205.05,1096.22,276.02,11545.8,432.96,184.55,962.14,144.32,7697.2,529.18,225.56,1058.35,96.21,1,0,0,0,660,140,1714.82,363.75,13.0,164.4,67.81,32.88,1081.3,0,0,0,1,0,0,0,0,0.21,94.98,109.61,26.02,0,0,0,0,0,0,33,3617.1,7,182.1,14202,50825,32,20,5772.89,962.15,7697.18,1924.3,3848.59,962.15,5772.89,962.15,0,1,DrDoS_NTP
418,116.103.244.133-192.168.50.9-17056-80-6,116.103.244.133,17056,192.168.50.9,80,6,2019-01-12 15:30:38.000,29357.6,13,5,576.1,252.8,64.0,25.4,44.31,16.56,59.2,42.2,50.57,3.08,28233.61,613.11,1630.98,484.48,3084.42,1146.5,17614.6,1467.88,436.03,3261.96,489.29,11743.1,1794.08,532.93,3588.16,326.2,0,0,0,0,260,100,442.8,170.31,22.2,75.9,47.44,13.29,176.74,1,1,1,1,1,0,0,0,0.38,46.05,44.31,50.57,0,0,0,0,0,0,13,576.1,5,252.8,13388,25823,12,32,8807.29,1467.88,11743.05,2935.76,5871.53,1467.88,8807.29,1467.88,0,1,Syn
419,17.235.205.37-192.168.50.8-29975-69-17,17.235.205.37,29975,192.168.50.8,69,17,2019-01-12 11:41:24.000,12579.9,38,9,3836.0,103.7,168.1,43.1,100.95,38.06,16.8,5.3,11.52,2.28,313149.64,3735.83,267.66,84.4,520.86,183.26,7547.9,240.89,75.96,535.32,80.3,5032.0,294.43,92.84,588.85,53.53,0,0,0,0,760,180,3020.45,715.37,5.8,151.4,56.23,30.28,917.13,0,1,1,1,0,0,0,0,0.24,83.82,100.95,11.52,0,0,0,0,0,0,38,3836.0,9,103.7,36380,44400,37,32,3773.97,628.99,5031.95,1257.99,2515.98,628.99,3773.97,628.99,0,1,TFTP
420,88.107.14.67-192.168.50.7-6627-1433-17,88.107.14.67,6627,192.168.50.7,1433,17,2019-01-12 10:47:30.000,8623.3,39,16,2766.0,450.6,126.1,21.1,70.92,17.78,29.6,20.5,28.16,7.48,372968.28,6377.31,156.79,69.29,364.66,87.5,5174.0,141.11,62.36,313.58,47.04,3449.3,172.47,76.22,344.94,31.36,1,0,0,0,780,320,4522.09,1855.22,14.1,106.4,49.54,21.28,452.7,1,0,0,0,0,0,0,0,0.41,58.48,70.92,28.16,0,0,0,0,0,0,39,2766.0,16,450.6,52575,4325,38,32,2587.0,431.17,3449.33,862.33,1724.67,431.17,2587.0,431.17,0,1,DrDoS_MSSQL
421,51.77.120.19-192.168.50.1-17244-53-17,51.77.120.19,17244,192.168.50.1,53,17,2019-01-12 10:46:28.000,2159831.1,450,95,552060.3,105279.2,1593.2,1047.5,1226.8,468.86,1789.0,203.9,1108.2,130.83,304347.5,252.33,3962.99,631.38,5857.13,3331.61,1295898.7,3566.69,568.24,7925.98,1188.9,863932.4,4359.29,694.52,8718.58,792.6,0,0,0,0,9000,1900,208.35,43.98,554.1,1840.2,1167.5,368.04,135453.61,1,1,0,0,1,0,0,0,0.21,1206.13,1226.8,1108.2,0,0,0,0,0,0,450,552060.3,95,105279.2,33487,38281,449,20,647949.33,107991.55,863932.44,215983.11,431966.22,107991.55,647949.33,107991.55,0,1,BENIGN
422,51.77.46.173-192.168.50.5-62926-80-6,51.77.46.173,62926,192.168.50.5,80,6,2019-01-12 15:13:15.000,2890957.4,550,133,345500.0,169007.1,747.4,153.7,628.18,219.42,1888.1,188.6,1270.73,196.09,177971.12,236.25,4232.73,1474.34,8655.75,2758.39,1734574.4,3809.46,1326.91,8465.46,1269.82,1156383.0,4656.0,1621.77,9312.01,846.55,1,0,0,0,11000,2660,190.25,46.01,314.1,1906.1,949.46,188.45,35515.12,1,0,1,0,1,0,0,0,0.24,753.3,628.18,1270.73,0,0,0,0,0,0,550,345500.0,133,169007.1,41577,2773,549,32,867287.22,144547.87,1156382.95,289095.74,578191.48,144547.87,867287.22,144547.87,0,1,BENIGN
423,17.172.248.22-192.168.50.9-55441-22-6,17.172.248.22,55441,192.168.50.9,22,6,2019-01-12 16:12:39.000,4885259.8,213,76,249222.1,83643.3,1470.7,641.8,1170.06,392.8,1334.2,229.2,1100.57,334.23,68136.67,59.16,16904.01,7073.11,38123.34,9830.9,2931155.9,15213.61,6365.8,33808.02,5071.2,1954103.9,18594.41,7780.42,37188.82,3380.8,0,0,0,0,4260,1520,43.6,15.56,550.3,1755.1,1135.31,351.02,123212.93,0,1,0,1,1,0,0,0,0.36,1151.78,1170.06,1100.57,0,0,0,0,0,0,213,249222.1,76,83643.3,34396,9415,212,32,1465577.94,244262.99,1954103.93,488525.98,977051.96,244262.99,1465577.94,244262.99,0,1,BENIGN
424,193.68.221.178-192.168.50.2-50009-1433-6,193.68.221.178,50009,192.168.50.2,1433,6,2019-01-12 14:45:53.000,19846.4,23,1,763.7,42.1,49.8,13.5,33.2,2.01,48.2,3.9,42.11,4.99,40599.86,1209.23,826.93,404.34,2039.95,422.59,11907.8,744.24,363.91,1653.86,248.08,7938.5,909.62,444.77,1819.25,165.39,0,0,0,0,460,20,1158.84,50.38,16.6,63.2,37.66,9.96,99.22,1,0,1,1,0,0,0,0,0.04,33.58,33.2,42.11,0,0,0,0,0,0,23,763.7,1,42.1,19191,4894,22,40,5953.91,992.32,7938.54,1984.64,3969.27,992.32,5953.91,992.32,0,1,DrDoS_MSSQL
425,101.242.48.146-192.168.50.2-32338-123-17,101.242.48.146,32338,192.168.50.2,123,17,2019-01-12 09:00:29.000,16621.2,34,10,2135.9,299.3,97.9,35.9,62.82,21.34,50.8,12.9,29.93,11.82,146502.91,2647.06,377.75,191.56,952.43,186.19,9972.7,339.98,172.4,755.5,113.33,6648.5,415.53,210.72,831.05,75.55,1,0,0,0,680,200,2045.46,601.61,15.0,94.2,46.38,18.85,355.19,1,0,1,1,1,0,0,0,0.29,55.35,62.82,29.93,0,0,0,0,0,0,34,2135.9,10,299.3,33454,2247,33,20,4986.36,831.06,6648.48,1662.12,3324.24,831.06,4986.36,831.06,0,1,DrDoS_NTP
426,158.57.20.198-192.168.50.6-8194-80-6,158.57.20.198,8194,192.168.50.6,80,6,2019-01-12 12:45:30.000,38214.1,1,1,107.8,50.8,165.6,35.3,107.83,26.58,90.7,25.2,50.83,14.03,4150.19,52.34,19107.07,5805.63,36523.96,13301.44,22928.5,17196.36,5225.07,38214.14,5732.12,15285.7,21017.78,6386.19,42035.55,3821.41,0,0,0,0,20,20,26.17,26.17,25.4,161.8,79.33,32.35,1046.55,0,1,1,0,0,0,0,0,1.0,79.3,107.83,50.83,0,0,0,0,0,0,1,107.8,1,50.8,54420,56470,0,32,11464.24,1910.71,15285.65,3821.41,7642.83,1910.71,11464.24,1910.71,0,1,Syn
427,102.127.209.45-192.168.50.4-40677-161-17,102.127.209.45,40677,192.168.50.4,161,17,2019-01-12 14:32:50.000,11278.7,14,0,1353.2,0.0,99.3,30.8,96.66,38.21,1.9,0.7,1.05,0.28,119967.23,1241.16,805.62,150.43,1256.91,655.19,6767.2,725.06,135.39,1611.24,241.69,4511.5,886.18,165.47,1772.36,161.12,0,0,0,0,280,0,1241.16,0.0,48.3,145.0,48.85,29.0,840.81,0,1,1,0,0,0,0,0,0.0,96.66,96.66,1.05,0,0,0,0,0,0,14,1353.2,0,0.0,58756,31506,13,32,3383.62,563.94,4511.5,1127.87,2255.75,563.94,3383.62,563.94,0,1,DrDoS_SNMP
428,8.79.181.245-192.168.50.9-35582-443-17,8.79.181.245,35582,192.168.50.9,443,17,2019-01-12 12:49:14.000,1892643.5,300,59,167653.5,59587.6,911.9,122.6,558.85,188.05,1634.4,469.5,1009.96,226.12,120065.39,189.68,5271.99,3007.89,14295.66,2264.1,1135586.1,4744.79,2707.1,10543.98,1581.6,757057.4,5799.19,3308.68,11598.38,1054.4,0,0,0,0,6000,1180,158.51,31.17,279.4,1514.9,784.4,167.65,28107.71,1,0,1,0,1,0,0,0,0.2,632.98,558.85,1009.96,0,0,0,0,0,0,300,167653.5,59,59587.6,25443,10449,299,20,567793.06,94632.18,757057.42,189264.35,378528.71,94632.18,567793.06,94632.18,0,1,BENIGN
429,70.61.67.254-192.168.50.7-36594-123-17,70.61.67.254,36594,192.168.50.7,123,17,2019-01-12 10:25:51.000,9700.5,38,12,2530.7,604.6,76.5,45.3,66.6,8.33,83.6,28.8,50.38,7.71,323177.17,5153.85,194.01,109.6,522.81,84.41,5820.3,174.61,98.64,388.02,58.2,3880.2,213.41,120.56,426.82,38.8,1,0,0,0,760,240,3916.92,1236.92,25.2,99.9,58.49,19.98,399.16,0,0,1,0,1,0,0,0,0.32,62.71,66.6,50.38,0,0,0,0,0,0,38,2530.7,12,604.6,38109,52475,37,20,2910.15,485.02,3880.2,970.05,1940.1,485.02,2910.15,485.02,0,1,DrDoS_NTP
430,178.56.8.114-192.168.50.3-12928-69-17,178.56.8.114,12928,192.168.50.3,69,17,2019-01-12 12:22:58.000,17712.1,35,9,1223.3,181.1,48.5,18.4,34.95,9.36,24.3,4.5,20.12,7.97,79286.15,2484.04,402.55,136.17,811.06,266.38,10627.2,362.3,122.55,805.1,120.77,7084.8,442.81,149.79,885.61,80.51,1,0,0,0,700,180,1975.94,508.1,10.1,52.4,27.53,10.49,109.95,1,0,1,1,1,0,0,0,0.26,31.92,34.95,20.12,0,0,0,0,0,0,35,1223.3,9,181.1,4489,8987,34,20,5313.62,885.6,7084.82,1771.21,3542.41,885.6,5313.62,885.6,0,1,TFTP
431,7.214.44.2-192.168.50.9-19006-123-17,7.214.44.2,19006,192.168.50.9,123,17,2019-01-12 15:31:49.000,11183.4,44,11,5142.6,96.7,204.8,94.4,116.88,10.01,10.6,4.7,8.79,0.63,468445.04,4917.54,203.34,38.96,320.22,164.38,6710.1,183.01,35.06,406.68,61.0,4473.4,223.67,42.86,447.35,40.67,0,0,0,0,880,220,3934.03,983.51,4.4,175.3,62.84,35.06,1229.44,1,0,1,1,0,0,0,0,0.25,95.26,116.88,8.79,0,0,0,0,0,0,44,5142.6,11,96.7,1548,19068,43,32,3355.03,559.17,4473.38,1118.34,2236.69,559.17,3355.03,559.17,0,1,DrDoS_NTP
432,66.143.58.161-192.168.50.9-43649-137-17,66.143.58.161,43649,192.168.50.9,137,17,2019-01-12 12:06:39.000,2029.7,20,5,1003.1,210.8,79.3,19.3,50.16,8.74,74.4,4.0,42.16,4.81,597767.11,12310.88,81.19,11.03,114.28,70.16,1217.8,73.07,9.93,162.38,24.36,811.9,89.31,12.13,178.62,16.24,1,0,0,0,400,100,9848.7,2462.18,21.1,75.2,46.16,15.05,226.42,0,1,1,0,1,0,0,0,0.25,48.56,50.16,42.16,0,0,0,0,0,0,20,1003.1,5,210.8,13091,42533,19,32,608.92,101.49,811.89,202.97,405.94,101.49,608.92,101.49,0,1,DrDoS_NetBIOS
433,155.79.134.236-192.168.50.6-61179-161-17,155.79.134.236,61179,192.168.50.6,161,17,2019-01-12 12:28:02.000,13688.9,3,1,72.6,18.8,30.9,16.9,24.21,2.24,29.7,13.1,18.77,5.11,6676.45,292.19,3422.23,906.28,6141.07,2515.95,8213.3,3080.01,815.65,6844.46,1026.67,5475.6,3764.45,996.91,7528.91,684.45,0,0,0,0,60,20,219.14,73.05,9.4,36.3,21.49,7.26,52.75,0,0,1,1,0,0,0,0,0.33,22.85,24.21,18.77,0,0,0,0,0,0,3,72.6,1,18.8,716,14052,2,32,4106.67,684.45,5475.57,1368.89,2737.78,684.45,4106.67,684.45,0,1,DrDoS_SNMP
434,151.180.99.14-192.168.50.7-52586-443-17,151.180.99.14,52586,192.168.50.7,443,17,2019-01-12 13:03:05.000,3623167.9,171,38,102652.2,32272.7,903.2,408.5,600.31,171.79,1184.2,298.9,849.28,269.08,37239.47,57.68,17335.73,9499.78,45835.07,7835.95,2173900.8,15602.16,8549.8,34671.46,5200.72,1449267.2,19069.3,10449.76,38138.61,3467.15,0,0,0,0,3420,760,47.2,10.49,300.2,1273.9,724.79,180.09,32433.0,1,0,0,0,1,0,0,0,0.22,645.57,600.31,849.28,0,0,0,0,0,0,171,102652.2,38,32272.7,13634,26330,170,32,1086950.38,181158.4,1449267.17,362316.79,724633.59,181158.4,1086950.38,181158.4,0,1,BENIGN
435,160.68.55.9-192.168.50.1-4351-80-6,160.68.55.9,4351,192.168.50.1,80,6,2019-01-12 14:33:36.000,40904.3,62,30,4059.1,264.7,95.0,23.8,65.47,14.64,11.2,6.2,8.82,0.77,105702.57,2249.09,444.61,102.58,752.35,342.03,24542.6,400.15,92.32,889.22,133.38,16361.7,489.07,112.84,978.14,88.92,1,0,0,0,1240,600,1515.69,733.4,4.4,98.2,37.15,19.64,385.76,0,1,1,1,1,0,0,0,0.48,47.0,65.47,8.82,0,0,0,0,0,0,62,4059.1,30,264.7,50288,46860,61,40,12271.3,2045.22,16361.74,4090.43,8180.87,2045.22,12271.3,2045.22,0,1,Syn
436,200.226.58.19-192.168.50.5-49942-53-6,200.226.58.19,49942,192.168.50.5,53,6,2019-01-12 10:08:22.000,4350443.0,251,95,106036.3,32175.4,653.5,369.0,422.46,65.36,544.9,6.9,338.69,29.28,31769.56,79.53,12573.53,4173.45,25093.88,8400.08,2610265.8,11316.18,3756.11,25147.06,3772.06,1740177.2,13830.88,4590.8,27661.77,2514.71,1,0,0,0,5020,1900,57.7,21.84,169.3,633.7,380.57,126.74,16062.17,0,0,1,0,1,0,0,0,0.38,399.46,422.46,338.69,0,0,0,0,0,0,251,106036.3,95,32175.4,45009,26409,250,32,1305132.91,217522.15,1740177.21,435044.3,870088.61,217522.15,1305132.91,217522.15,0,1,BENIGN
437,107.248.62.56-192.168.50.1-48675-53-17,107.248.62.56,48675,192.168.50.1,53,17,2019-01-12 14:25:12.000,14207.7,31,0,3129.4,0.0,153.6,86.0,100.95,39.12,74.8,31.0,55.75,18.45,220245.84,2181.77,458.31,182.4,1005.51,275.91,8524.6,412.48,164.16,916.62,137.49,5683.1,504.14,200.64,1008.28,91.66,0,0,0,0,620,0,2181.77,0.0,50.5,151.4,78.35,30.28,917.13,0,0,0,1,1,0,0,0,0.0,100.95,100.95,55.75,0,0,0,0,0,0,31,3129.4,0,0.0,55652,42786,30,20,4262.3,710.38,5683.07,1420.77,2841.53,710.38,4262.3,710.38,0,1,DrDoS_DNS
438,160.119.94.197-192.168.50.3-40935-137-17,160.119.94.197,40935,192.168.50.3,137,17,2019-01-12 10:27:25.000,7200.0,18,5,2014.7,268.8,176.8,62.0,111.93,20.84,59.1,38.0,53.76,14.31,317110.56,3194.02,313.04,71.66,528.02,241.38,4320.0,281.74,64.49,626.08,93.91,2880.0,344.34,78.83,688.69,62.61,1,0,0,0,360,100,2499.67,694.35,26.9,167.9,82.84,33.58,1127.56,0,1,0,1,1,0,0,0,0.28,99.28,111.93,53.76,0,0,0,0,0,0,18,2014.7,5,268.8,6734,43231,17,20,2159.99,360.0,2879.98,720.0,1439.99,360.0,2159.99,360.0,0,1,DrDoS_NetBIOS
439,218.121.136.116-192.168.50.4-61486-1433-17,218.121.136.116,61486,192.168.50.4,1433,17,2019-01-12 11:17:48.000,4206.8,48,15,4890.7,416.2,131.5,74.3,101.89,38.01,49.3,23.7,27.74,6.78,1261212.7,14972.28,66.77,19.48,125.21,47.29,2524.1,60.09,17.53,133.54,20.03,1682.7,73.45,21.43,146.89,13.35,1,0,0,0,960,300,11407.45,3564.83,13.9,152.8,64.82,30.57,934.34,0,1,0,0,1,0,0,0,0.31,84.24,101.89,27.74,0,0,0,0,0,0,48,4890.7,15,416.2,64726,22262,47,20,1262.03,210.34,1682.71,420.68,841.36,210.34,1262.03,210.34,0,1,DrDoS_MSSQL
440,212.48.231.245-192.168.50.3-45484-161-17,212.48.231.245,45484,192.168.50.3,161,17,2019-01-12 15:22:26.000,12058.2,25,8,1783.1,453.2,121.9,59.8,71.32,13.55,84.2,14.2,56.65,11.78,185443.12,2736.49,365.4,110.47,696.81,254.93,7234.9,328.86,99.42,730.8,109.62,4823.3,401.94,121.52,803.88,73.08,1,0,0,0,500,160,2073.1,663.39,28.3,107.0,63.99,21.4,457.84,1,0,0,0,0,0,0,0,0.32,67.77,71.32,56.65,0,0,0,0,0,0,25,1783.1,8,453.2,34830,59496,24,32,3617.47,602.91,4823.29,1205.82,2411.64,602.91,3617.47,602.91,0,1,DrDoS_SNMP
441,76.226.69.87-192.168.50.2-47433-80-6,76.226.69.87,47433,192.168.50.2,80,6,2019-01-12 11:56:32.000,1300322.6,439,196,80252.8,274090.4,271.9,128.1,182.81,45.03,1600.7,1066.1,1398.42,475.17,272503.86,488.34,2047.75,1122.22,5414.41,925.53,780193.6,1842.98,1010.0,4095.5,614.32,520129.0,2252.53,1234.44,4505.05,409.55,1,0,0,0,8780,3920,337.61,150.73,91.4,2097.6,790.61,54.84,3007.7,0,0,0,1,1,0,0,0,0.45,558.02,182.81,1398.42,0,0,0,0,0,0,439,80252.8,196,274090.4,46,35588,438,20,390096.78,65016.13,520129.04,130032.26,260064.52,65016.13,390096.78,65016.13,0,1,BENIGN
442,203.46.205.146-192.168.50.1-47475-137-17,203.46.205.146,47475,192.168.50.1,137,17,2019-01-12 16:02:03.000,16147.7,10,4,942.2,28.8,160.8,56.1,94.22,32.84,11.1,1.9,7.19,2.82,60128.64,866.94,1153.41,488.75,2619.66,664.66,9688.6,1038.07,439.88,2306.82,346.02,6459.1,1268.75,537.62,2537.5,230.68,0,0,0,0,200,80,619.24,247.7,3.6,141.3,50.71,28.26,798.89,1,1,1,1,0,0,0,0,0.4,69.36,94.22,7.19,0,0,0,0,0,0,10,942.2,4,28.8,63494,26443,9,20,4844.31,807.39,6459.08,1614.77,3229.54,807.39,4844.31,807.39,0,1,DrDoS_NetBIOS
443,31.217.175.147-192.168.50.4-27469-443-6,31.217.175.147,27469,192.168.50.4,443,6,2019-01-12 14:26:34.000,1022.1,78,31,3451.5,1331.7,61.7,37.9,44.25,8.06,52.0,38.5,42.96,10.13,4675353.04,106542.37,9.38,4.81,23.81,4.57,613.2,8.44,4.33,18.76,2.81,408.8,10.32,5.29,20.64,1.88,0,0,0,0,1560,620,76241.33,30301.04,21.5,66.4,43.6,13.27,176.22,1,1,0,1,1,0,0,0,0.4,43.88,44.25,42.96,0,0,0,0,0,0,78,3451.5,31,1331.7,25914,33977,77,32,306.62,51.1,408.83,102.21,204.41,51.1,306.62,51.1,0,1,Syn
444,102.42.141.103-192.168.50.8-31809-443-6,102.42.141.103,31809,192.168.50.8,443,6,2019-01-12 11:22:23.000,40239.7,27,0,1310.5,0.0,66.0,22.3,48.54,6.73,40.6,12.0,36.66,13.02,32566.55,670.96,1490.36,809.63,3919.25,680.73,24143.8,1341.32,728.67,2980.72,447.11,16095.9,1639.4,890.59,3278.79,298.07,0,0,0,0,540,0,670.96,0.0,24.3,72.8,42.6,14.56,212.03,0,1,0,0,1,0,0,0,0.0,48.54,48.54,36.66,0,0,0,0,0,0,27,1310.5,0,0.0,60144,48439,26,20,12071.9,2011.98,16095.87,4023.97,8047.93,2011.98,12071.9,2011.98,0,1,Syn
445,49.20.65.167-192.168.50.9-32094-137-17,49.20.65.167,32094,192.168.50.9,137,17,2019-01-12 09:39:09.000,5621.0,3,0,233.0,0.0,133.5,39.0,77.68,15.24,18.1,12.0,13.82,1.26,41444.56,533.62,1873.66,395.2,3059.26,1478.46,3372.6,1686.29,355.68,3747.32,562.1,2248.4,2061.03,434.72,4122.05,374.73,0,0,0,0,60,0,533.62,0.0,38.8,116.5,45.75,23.3,543.01,1,0,0,0,0,0,0,0,0.0,77.67,77.68,13.82,0,0,0,0,0,0,3,233.0,0,0.0,40592,62685,2,32,1686.29,281.05,2248.39,562.1,1124.19,281.05,1686.29,281.05,0,1,DrDoS_NetBIOS
446,71.220.21.215-192.168.50.5-2324-80-6,71.220.21.215,2324,192.168.50.5,80,6,2019-01-12 14:26:01.000,35460.7,69,6,6116.6,69.7,140.5,54.4,88.65,31.34,17.1,5.8,11.61,1.54,174450.43,2114.96,472.81,120.88,835.45,351.93,21276.4,425.53,108.79,945.62,141.84,14184.3,520.09,132.97,1040.18,94.56,1,0,0,0,1380,120,1945.76,169.2,5.8,133.0,50.13,26.59,707.24,1,1,1,1,1,0,0,0,0.09,82.48,88.65,11.61,0,0,0,0,0,0,69,6116.6,6,69.7,24552,31380,68,20,10638.2,1773.03,14184.26,3546.07,7092.13,1773.03,10638.2,1773.03,0,1,WebDDoS
447,182.75.13.177-192.168.50.7-35064-1433-17,182.75.13.177,35064,192.168.50.7,1433,17,2019-01-12 10:15:13.000,13343.3,46,9,4871.8,51.0,120.5,80.5,105.91,21.98,7.6,1.8,5.67,1.05,368905.29,4121.6,242.61,98.57,538.32,144.04,8006.0,218.35,88.71,485.22,72.78,5337.3,266.87,108.43,533.74,48.52,1,0,0,0,920,180,3447.15,674.44,2.8,158.9,55.79,31.77,1009.51,1,1,1,0,1,0,0,0,0.2,89.51,105.91,5.67,0,0,0,0,0,0,46,4871.8,9,51.0,49161,27856,45,20,4003.0,667.17,5337.34,1334.33,2668.67,667.17,4003.0,667.17,0,1,DrDoS_MSSQL
448,31.127.108.43-192.168.50.9-24444-80-17,31.127.108.43,24444,192.168.50.9,80,17,2019-01-12 12:32:37.000,3382164.3,582,194,735099.5,149482.0,1581.6,565.9,1263.06,161.67,822.7,547.9,770.53,103.38,261542.96,229.44,4358.46,604.06,6170.64,3754.4,2029298.6,3922.61,543.65,8716.92,1307.54,1352865.7,4794.31,664.47,9588.61,871.69,1,0,0,0,11640,3880,172.08,57.36,385.3,1894.6,1016.79,378.92,143578.29,0,0,0,1,1,0,0,0,0.33,1139.92,1263.06,770.53,0,0,0,0,0,0,582,735099.5,194,149482.0,11914,15431,581,40,1014649.28,169108.21,1352865.71,338216.43,676432.85,169108.21,1014649.28,169108.21,0,1,BENIGN
